m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2260"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3196"
"2012-11-01 00:00:00","c#","12230"
"2012-11-01 00:00:00","c++","6270"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13612"
"2012-11-01 00:00:00","javascript","12348"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11788"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2131"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2565"
"2012-12-01 00:00:00","c#","10955"
"2012-12-01 00:00:00","c++","5683"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","java","12420"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11076"
"2012-12-01 00:00:00","python","5756"
"2012-12-01 00:00:00","r","1215"
"2012-12-01 00:00:00","ruby","1904"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2905"
"2013-01-01 00:00:00","c#","12761"
"2013-01-01 00:00:00","c++","6039"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13715"
"2013-01-01 00:00:00","javascript","13796"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12881"
"2013-01-01 00:00:00","python","6568"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","ruby","2307"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3094"
"2013-02-01 00:00:00","c#","12485"
"2013-02-01 00:00:00","c++","6066"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13697"
"2013-02-01 00:00:00","javascript","13623"
"2013-02-01 00:00:00","perl","747"
"2013-02-01 00:00:00","php","12561"
"2013-02-01 00:00:00","python","6724"
"2013-02-01 00:00:00","r","1658"
"2013-02-01 00:00:00","ruby","2219"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3441"
"2013-03-01 00:00:00","c#","14232"
"2013-03-01 00:00:00","c++","7184"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15909"
"2013-03-01 00:00:00","javascript","15291"
"2013-03-01 00:00:00","perl","852"
"2013-03-01 00:00:00","php","14133"
"2013-03-01 00:00:00","python","7619"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2559"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3526"
"2013-04-01 00:00:00","c#","13883"
"2013-04-01 00:00:00","c++","7123"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16226"
"2013-04-01 00:00:00","javascript","15324"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13429"
"2013-04-01 00:00:00","python","7930"
"2013-04-01 00:00:00","r","1836"
"2013-04-01 00:00:00","ruby","2460"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3195"
"2013-05-01 00:00:00","c#","13471"
"2013-05-01 00:00:00","c++","6841"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15287"
"2013-05-01 00:00:00","javascript","15055"
"2013-05-01 00:00:00","perl","904"
"2013-05-01 00:00:00","php","13121"
"2013-05-01 00:00:00","python","7805"
"2013-05-01 00:00:00","r","1782"
"2013-05-01 00:00:00","ruby","2342"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","296"
"2013-06-01 00:00:00","c","2939"
"2013-06-01 00:00:00","c#","12790"
"2013-06-01 00:00:00","c++","6189"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","java","13945"
"2013-06-01 00:00:00","javascript","14617"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12745"
"2013-06-01 00:00:00","python","7600"
"2013-06-01 00:00:00","r","1777"
"2013-06-01 00:00:00","ruby","2225"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","c","3017"
"2013-07-01 00:00:00","c#","14185"
"2013-07-01 00:00:00","c++","6576"
"2013-07-01 00:00:00","delphi","507"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15201"
"2013-07-01 00:00:00","javascript","16825"
"2013-07-01 00:00:00","perl","956"
"2013-07-01 00:00:00","php","14351"
"2013-07-01 00:00:00","python","8610"
"2013-07-01 00:00:00","r","1970"
"2013-07-01 00:00:00","ruby","2443"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","212"
"2013-08-01 00:00:00","c","3010"
"2013-08-01 00:00:00","c#","13860"
"2013-08-01 00:00:00","c++","6253"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15078"
"2013-08-01 00:00:00","javascript","16849"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","php","14361"
"2013-08-01 00:00:00","python","7939"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2481"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","289"
"2013-09-01 00:00:00","c","3397"
"2013-09-01 00:00:00","c#","13771"
"2013-09-01 00:00:00","c++","6555"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16286"
"2013-09-01 00:00:00","javascript","17726"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14298"
"2013-09-01 00:00:00","python","7968"
"2013-09-01 00:00:00","r","1713"
"2013-09-01 00:00:00","ruby","2393"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","380"
"2013-10-01 00:00:00","c","4241"
"2013-10-01 00:00:00","c#","15211"
"2013-10-01 00:00:00","c++","7977"
"2013-10-01 00:00:00","delphi","521"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18738"
"2013-10-01 00:00:00","javascript","19760"
"2013-10-01 00:00:00","perl","815"
"2013-10-01 00:00:00","php","15377"
"2013-10-01 00:00:00","python","9490"
"2013-10-01 00:00:00","r","2090"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","419"
"2013-11-01 00:00:00","c","4290"
"2013-11-01 00:00:00","c#","14596"
"2013-11-01 00:00:00","c++","8135"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18781"
"2013-11-01 00:00:00","javascript","18519"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14950"
"2013-11-01 00:00:00","python","9497"
"2013-11-01 00:00:00","r","2190"
"2013-11-01 00:00:00","ruby","2576"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3501"
"2013-12-01 00:00:00","c#","13638"
"2013-12-01 00:00:00","c++","7015"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17465"
"2013-12-01 00:00:00","javascript","18037"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14487"
"2013-12-01 00:00:00","python","8459"
"2013-12-01 00:00:00","r","1908"
"2013-12-01 00:00:00","ruby","2447"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","339"
"2014-01-01 00:00:00","c","3736"
"2014-01-01 00:00:00","c#","15342"
"2014-01-01 00:00:00","c++","7694"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","302"
"2014-01-01 00:00:00","java","18694"
"2014-01-01 00:00:00","javascript","21132"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","php","16856"
"2014-01-01 00:00:00","python","9843"
"2014-01-01 00:00:00","r","2353"
"2014-01-01 00:00:00","ruby","2766"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","375"
"2014-02-01 00:00:00","c","3974"
"2014-02-01 00:00:00","c#","15128"
"2014-02-01 00:00:00","c++","7681"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","java","19267"
"2014-02-01 00:00:00","javascript","21178"
"2014-02-01 00:00:00","perl","795"
"2014-02-01 00:00:00","php","16602"
"2014-02-01 00:00:00","python","9899"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2607"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","452"
"2014-03-01 00:00:00","c","4562"
"2014-03-01 00:00:00","c#","16178"
"2014-03-01 00:00:00","c++","8669"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21992"
"2014-03-01 00:00:00","javascript","22665"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18391"
"2014-03-01 00:00:00","python","11424"
"2014-03-01 00:00:00","r","2811"
"2014-03-01 00:00:00","ruby","2948"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","365"
"2014-04-01 00:00:00","c","4013"
"2014-04-01 00:00:00","c#","15338"
"2014-04-01 00:00:00","c++","8140"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","java","20915"
"2014-04-01 00:00:00","javascript","21460"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17768"
"2014-04-01 00:00:00","python","10775"
"2014-04-01 00:00:00","r","2736"
"2014-04-01 00:00:00","ruby","2746"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","330"
"2014-05-01 00:00:00","c","3264"
"2014-05-01 00:00:00","c#","13918"
"2014-05-01 00:00:00","c++","6786"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17982"
"2014-05-01 00:00:00","javascript","19810"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14808"
"2014-05-01 00:00:00","python","9248"
"2014-05-01 00:00:00","r","2585"
"2014-05-01 00:00:00","ruby","2679"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2773"
"2014-06-01 00:00:00","c#","12510"
"2014-06-01 00:00:00","c++","5674"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15935"
"2014-06-01 00:00:00","javascript","18311"
"2014-06-01 00:00:00","perl","677"
"2014-06-01 00:00:00","php","13071"
"2014-06-01 00:00:00","python","8919"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2410"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2837"
"2014-07-01 00:00:00","c#","13701"
"2014-07-01 00:00:00","c++","6271"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17390"
"2014-07-01 00:00:00","javascript","20145"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14321"
"2014-07-01 00:00:00","python","9919"
"2014-07-01 00:00:00","r","2639"
"2014-07-01 00:00:00","ruby","2562"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2677"
"2014-08-01 00:00:00","c#","12501"
"2014-08-01 00:00:00","c++","5880"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15746"
"2014-08-01 00:00:00","javascript","18460"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13227"
"2014-08-01 00:00:00","python","9114"
"2014-08-01 00:00:00","r","2476"
"2014-08-01 00:00:00","ruby","2467"
"2014-08-01 00:00:00","swift","1701"
"2014-09-01 00:00:00","assembly","283"
"2014-09-01 00:00:00","c","3234"
"2014-09-01 00:00:00","c#","12326"
"2014-09-01 00:00:00","c++","6192"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16715"
"2014-09-01 00:00:00","javascript","18138"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13398"
"2014-09-01 00:00:00","python","8774"
"2014-09-01 00:00:00","r","2367"
"2014-09-01 00:00:00","ruby","2277"
"2014-09-01 00:00:00","swift","1905"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3804"
"2014-10-01 00:00:00","c#","12561"
"2014-10-01 00:00:00","c++","6837"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","382"
"2014-10-01 00:00:00","java","17907"
"2014-10-01 00:00:00","javascript","18923"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13645"
"2014-10-01 00:00:00","python","9581"
"2014-10-01 00:00:00","r","2779"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2466"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3669"
"2014-11-01 00:00:00","c#","11875"
"2014-11-01 00:00:00","c++","6559"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17853"
"2014-11-01 00:00:00","javascript","17981"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13070"
"2014-11-01 00:00:00","python","9571"
"2014-11-01 00:00:00","r","2706"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2562"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11088"
"2014-12-01 00:00:00","c++","6081"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16379"
"2014-12-01 00:00:00","javascript","16996"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","php","12379"
"2014-12-01 00:00:00","python","9043"
"2014-12-01 00:00:00","r","2360"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2490"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3210"
"2015-01-01 00:00:00","c#","11749"
"2015-01-01 00:00:00","c++","6128"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","java","16545"
"2015-01-01 00:00:00","javascript","18543"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13648"
"2015-01-01 00:00:00","python","9682"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2428"
"2015-01-01 00:00:00","swift","3055"
"2015-02-01 00:00:00","assembly","358"
"2015-02-01 00:00:00","c","3364"
"2015-02-01 00:00:00","c#","11791"
"2015-02-01 00:00:00","c++","6472"
"2015-02-01 00:00:00","delphi","415"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16759"
"2015-02-01 00:00:00","javascript","18672"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13547"
"2015-02-01 00:00:00","python","10201"
"2015-02-01 00:00:00","r","2972"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3241"
"2015-03-01 00:00:00","assembly","385"
"2015-03-01 00:00:00","c","3918"
"2015-03-01 00:00:00","c#","13273"
"2015-03-01 00:00:00","c++","7394"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","java","19774"
"2015-03-01 00:00:00","javascript","20553"
"2015-03-01 00:00:00","perl","641"
"2015-03-01 00:00:00","php","14957"
"2015-03-01 00:00:00","python","11609"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2461"
"2015-03-01 00:00:00","swift","3601"
"2015-04-01 00:00:00","assembly","440"
"2015-04-01 00:00:00","c","3952"
"2015-04-01 00:00:00","c#","13096"
"2015-04-01 00:00:00","c++","7146"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19828"
"2015-04-01 00:00:00","javascript","20918"
"2015-04-01 00:00:00","perl","577"
"2015-04-01 00:00:00","php","15002"
"2015-04-01 00:00:00","python","11454"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4024"
"2015-05-01 00:00:00","assembly","369"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13363"
"2015-05-01 00:00:00","c++","6818"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18554"
"2015-05-01 00:00:00","javascript","22161"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14615"
"2015-05-01 00:00:00","python","11221"
"2015-05-01 00:00:00","r","3428"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3809"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3170"
"2015-06-01 00:00:00","c#","13538"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17861"
"2015-06-01 00:00:00","javascript","22632"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14399"
"2015-06-01 00:00:00","python","11815"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4333"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2815"
"2015-07-01 00:00:00","c#","14126"
"2015-07-01 00:00:00","c++","6701"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","467"
"2015-07-01 00:00:00","java","18706"
"2015-07-01 00:00:00","javascript","23981"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15409"
"2015-07-01 00:00:00","python","12326"
"2015-07-01 00:00:00","r","3983"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5155"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2572"
"2015-08-01 00:00:00","c#","13229"
"2015-08-01 00:00:00","c++","5872"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17104"
"2015-08-01 00:00:00","javascript","22168"
"2015-08-01 00:00:00","perl","553"
"2015-08-01 00:00:00","php","14279"
"2015-08-01 00:00:00","python","11228"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2316"
"2015-08-01 00:00:00","swift","5094"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12924"
"2015-09-01 00:00:00","c++","5913"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","423"
"2015-09-01 00:00:00","java","16955"
"2015-09-01 00:00:00","javascript","21405"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13539"
"2015-09-01 00:00:00","python","10971"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2163"
"2015-09-01 00:00:00","swift","4560"
"2015-10-01 00:00:00","assembly","431"
"2015-10-01 00:00:00","c","3678"
"2015-10-01 00:00:00","c#","12799"
"2015-10-01 00:00:00","c++","7050"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","java","18555"
"2015-10-01 00:00:00","javascript","21837"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13949"
"2015-10-01 00:00:00","python","12487"
"2015-10-01 00:00:00","r","3682"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4309"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3617"
"2015-11-01 00:00:00","c#","12389"
"2015-11-01 00:00:00","c++","7088"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","java","17792"
"2015-11-01 00:00:00","javascript","21289"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13353"
"2015-11-01 00:00:00","python","12298"
"2015-11-01 00:00:00","r","3541"
"2015-11-01 00:00:00","ruby","1957"
"2015-11-01 00:00:00","swift","4326"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3088"
"2015-12-01 00:00:00","c#","12149"
"2015-12-01 00:00:00","c++","6565"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","421"
"2015-12-01 00:00:00","java","16568"
"2015-12-01 00:00:00","javascript","21096"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13783"
"2015-12-01 00:00:00","python","11658"
"2015-12-01 00:00:00","r","3178"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4381"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3047"
"2016-01-01 00:00:00","c#","12367"
"2016-01-01 00:00:00","c++","6100"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","java","16645"
"2016-01-01 00:00:00","javascript","22531"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14616"
"2016-01-01 00:00:00","python","12355"
"2016-01-01 00:00:00","r","3538"
"2016-01-01 00:00:00","ruby","2144"
"2016-01-01 00:00:00","swift","4794"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12743"
"2016-02-01 00:00:00","c++","6558"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17854"
"2016-02-01 00:00:00","javascript","22484"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14940"
"2016-02-01 00:00:00","python","13253"
"2016-02-01 00:00:00","r","3595"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4760"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3448"
"2016-03-01 00:00:00","c#","13614"
"2016-03-01 00:00:00","c++","7024"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","java","19911"
"2016-03-01 00:00:00","javascript","24102"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15160"
"2016-03-01 00:00:00","python","14062"
"2016-03-01 00:00:00","r","4045"
"2016-03-01 00:00:00","ruby","2260"
"2016-03-01 00:00:00","swift","5081"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3361"
"2016-04-01 00:00:00","c#","13721"
"2016-04-01 00:00:00","c++","6897"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","java","19492"
"2016-04-01 00:00:00","javascript","23469"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14496"
"2016-04-01 00:00:00","python","13664"
"2016-04-01 00:00:00","r","4129"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4769"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2723"
"2016-05-01 00:00:00","c#","13498"
"2016-05-01 00:00:00","c++","6139"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17042"
"2016-05-01 00:00:00","javascript","23013"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14473"
"2016-05-01 00:00:00","python","13108"
"2016-05-01 00:00:00","r","3801"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4437"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2300"
"2016-06-01 00:00:00","c#","13070"
"2016-06-01 00:00:00","c++","5720"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15927"
"2016-06-01 00:00:00","javascript","22153"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","php","13657"
"2016-06-01 00:00:00","python","12910"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","ruby","2112"
"2016-06-01 00:00:00","swift","4803"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2347"
"2016-07-01 00:00:00","c#","12006"
"2016-07-01 00:00:00","c++","5472"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","537"
"2016-07-01 00:00:00","java","14950"
"2016-07-01 00:00:00","javascript","22211"
"2016-07-01 00:00:00","perl","423"
"2016-07-01 00:00:00","php","12945"
"2016-07-01 00:00:00","python","12830"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1901"
"2016-07-01 00:00:00","swift","4943"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2217"
"2016-08-01 00:00:00","c#","12723"
"2016-08-01 00:00:00","c++","5018"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","573"
"2016-08-01 00:00:00","java","15184"
"2016-08-01 00:00:00","javascript","22671"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12899"
"2016-08-01 00:00:00","python","12915"
"2016-08-01 00:00:00","r","3784"
"2016-08-01 00:00:00","ruby","1880"
"2016-08-01 00:00:00","swift","4912"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2511"
"2016-09-01 00:00:00","c#","11110"
"2016-09-01 00:00:00","c++","5143"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","java","14684"
"2016-09-01 00:00:00","javascript","20459"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12157"
"2016-09-01 00:00:00","python","12337"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4876"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3210"
"2016-10-01 00:00:00","c#","11457"
"2016-10-01 00:00:00","c++","5974"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","java","15333"
"2016-10-01 00:00:00","javascript","20451"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12281"
"2016-10-01 00:00:00","python","13504"
"2016-10-01 00:00:00","r","3788"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4733"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3266"
"2016-11-01 00:00:00","c#","11653"
"2016-11-01 00:00:00","c++","6086"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
